,FileNames,Label_FileNames,Label,Total_Organoids,Image
104,0106_resize.jpg,0106_resize.txt,"[[0.       0.78125  0.126953 0.125    0.183594]
 [0.       0.652344 0.210938 0.125    0.148438]
 [0.       0.632812 0.345703 0.09375  0.105469]
 [0.       0.171875 0.136719 0.070312 0.09375 ]
 [0.       0.660156 0.603516 0.117188 0.105469]
 [0.       0.529297 0.595703 0.066406 0.089844]
 [0.       0.451172 0.615234 0.066406 0.089844]
 [0.       0.671875 0.849609 0.148438 0.136719]
 [0.       0.546875 0.697266 0.09375  0.128906]
 [0.       0.4375   0.791016 0.0625   0.074219]
 [0.       0.476562 0.398438 0.085938 0.117188]
 [0.       0.09375  0.701172 0.070312 0.082031]
 [0.       0.222656 0.609375 0.117188 0.125   ]]",13,"[[[151 151 151]
  [149 149 149]
  [147 147 147]
  ...
  [140 140 140]
  [137 137 137]
  [145 145 145]]

 [[150 150 150]
  [141 141 141]
  [138 138 138]
  ...
  [135 135 135]
  [138 138 138]
  [147 147 147]]

 [[162 162 162]
  [144 144 144]
  [125 125 125]
  ...
  [139 139 139]
  [144 144 144]
  [137 137 137]]

 ...

 [[187 187 187]
  [163 163 163]
  [136 136 136]
  ...
  [121 121 121]
  [115 115 115]
  [110 110 110]]

 [[174 174 174]
  [195 195 195]
  [157 157 157]
  ...
  [118 118 118]
  [112 112 112]
  [ 94  94  94]]

 [[171 171 171]
  [200 200 200]
  [171 171 171]
  ...
  [118 118 118]
  [122 122 122]
  [ 79  79  79]]]"
105,0107_resize.jpg,0107_resize.txt,"[[0.       0.558594 0.519531 0.078125 0.109375]
 [0.       0.664062 0.648438 0.070312 0.09375 ]
 [0.       0.882812 0.857422 0.125    0.160156]
 [0.       0.111328 0.964844 0.050781 0.070312]
 [0.       0.277344 0.302734 0.117188 0.144531]
 [0.       0.074219 0.234375 0.070312 0.164062]
 [0.       0.185547 0.066406 0.167969 0.125   ]
 [0.       0.884766 0.111328 0.089844 0.105469]
 [0.       0.923828 0.275391 0.128906 0.144531]]",9,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [225 225 225]
  [207 207 207]
  [206 206 206]]

 [[255 255 255]
  [254 254 254]
  [254 254 254]
  ...
  [221 221 221]
  [209 209 209]
  [209 209 209]]

 [[253 253 253]
  [254 254 254]
  [254 254 254]
  ...
  [222 222 222]
  [210 210 210]
  [214 214 214]]

 ...

 [[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [254 254 254]]

 [[254 254 254]
  [255 255 255]
  [254 254 254]
  ...
  [250 250 250]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [253 253 253]
  [252 252 252]
  ...
  [251 251 251]
  [254 254 254]
  [253 253 253]]]"
106,0108_resize.jpg,0108_resize.txt,[nan],0,"[[[149 149 149]
  [150 150 150]
  [151 151 151]
  ...
  [137 137 137]
  [138 138 138]
  [138 138 138]]

 [[150 150 150]
  [150 150 150]
  [151 151 151]
  ...
  [139 139 139]
  [138 138 138]
  [138 138 138]]

 [[151 151 151]
  [150 150 150]
  [151 151 151]
  ...
  [140 140 140]
  [138 138 138]
  [138 138 138]]

 ...

 [[175 175 175]
  [182 182 182]
  [164 164 164]
  ...
  [165 165 165]
  [168 168 168]
  [172 172 172]]

 [[178 178 178]
  [170 170 170]
  [145 145 145]
  ...
  [172 172 172]
  [168 168 168]
  [169 169 169]]

 [[173 173 173]
  [157 157 157]
  [154 154 154]
  ...
  [165 165 165]
  [164 164 164]
  [165 165 165]]]"
107,0109_resize.jpg,0109_resize.txt,"[[0.       0.1875   0.525391 0.140625 0.207031]
 [0.       0.544922 0.603516 0.128906 0.144531]
 [0.       0.957031 0.283203 0.078125 0.160156]
 [0.       0.957031 0.507812 0.085938 0.179688]
 [0.       0.619141 0.826172 0.113281 0.191406]
 [0.       0.482422 0.332031 0.105469 0.15625 ]
 [0.       0.935547 0.919922 0.097656 0.160156]]",7,"[[[212 212 212]
  [213 213 213]
  [205 205 205]
  ...
  [247 247 247]
  [211 211 211]
  [186 186 186]]

 [[206 206 206]
  [208 208 208]
  [194 194 194]
  ...
  [209 209 209]
  [199 199 199]
  [179 179 179]]

 [[195 195 195]
  [216 216 216]
  [194 194 194]
  ...
  [230 230 230]
  [246 246 246]
  [218 218 218]]

 ...

 [[112 112 112]
  [135 135 135]
  [132 132 132]
  ...
  [151 151 151]
  [127 127 127]
  [136 136 136]]

 [[135 135 135]
  [125 125 125]
  [122 122 122]
  ...
  [161 161 161]
  [142 142 142]
  [131 131 131]]

 [[117 117 117]
  [117 117 117]
  [123 123 123]
  ...
  [202 202 202]
  [159 159 159]
  [115 115 115]]]"
108,0110_resize.jpg,0110_resize.txt,"[[0.       0.210938 0.712891 0.15625  0.191406]
 [0.       0.345703 0.347656 0.113281 0.171875]
 [0.       0.257812 0.490234 0.109375 0.160156]
 [0.       0.654297 0.441406 0.144531 0.164062]
 [0.       0.472656 0.189453 0.117188 0.167969]
 [0.       0.875    0.558594 0.070312 0.15625 ]
 [0.       0.792969 0.550781 0.070312 0.09375 ]
 [0.       0.427734 0.623047 0.128906 0.167969]
 [0.       0.896484 0.953125 0.082031 0.09375 ]
 [0.       0.583984 0.669922 0.121094 0.121094]
 [0.       0.708984 0.560547 0.074219 0.113281]]",11,"[[[ 20  20  20]
  [ 20  20  20]
  [ 20  20  20]
  ...
  [151 151 151]
  [148 148 148]
  [167 167 167]]

 [[ 20  20  20]
  [ 20  20  20]
  [ 20  20  20]
  ...
  [135 135 135]
  [145 145 145]
  [163 163 163]]

 [[ 20  20  20]
  [ 21  21  21]
  [ 21  21  21]
  ...
  [141 141 141]
  [147 147 147]
  [162 162 162]]

 ...

 [[198 198 198]
  [199 199 199]
  [193 193 193]
  ...
  [236 236 236]
  [234 234 234]
  [244 244 244]]

 [[198 198 198]
  [200 200 200]
  [200 200 200]
  ...
  [242 242 242]
  [240 240 240]
  [237 237 237]]

 [[200 200 200]
  [199 199 199]
  [196 196 196]
  ...
  [244 244 244]
  [227 227 227]
  [221 221 221]]]"
109,0111_resize.jpg,0111_resize.txt,"[[0.       0.53125  0.857422 0.132812 0.167969]
 [0.       0.466797 0.615234 0.121094 0.160156]
 [0.       0.388672 0.517578 0.074219 0.082031]
 [0.       0.146484 0.521484 0.089844 0.113281]
 [0.       0.228516 0.175781 0.089844 0.117188]
 [0.       0.675781 0.523438 0.078125 0.125   ]
 [0.       0.71875  0.597656 0.085938 0.101562]
 [0.       0.873047 0.853516 0.136719 0.214844]
 [0.       0.871094 0.193359 0.148438 0.230469]
 [0.       0.853516 0.539062 0.128906 0.125   ]
 [0.       0.763672 0.470703 0.089844 0.097656]]",11,"[[[204 204 204]
  [191 191 191]
  [205 205 205]
  ...
  [188 188 188]
  [207 207 207]
  [180 180 180]]

 [[202 202 202]
  [200 200 200]
  [201 201 201]
  ...
  [210 210 210]
  [225 225 225]
  [214 214 214]]

 [[197 197 197]
  [213 213 213]
  [187 187 187]
  ...
  [202 202 202]
  [193 193 193]
  [231 231 231]]

 ...

 [[181 181 181]
  [172 172 172]
  [170 170 170]
  ...
  [194 194 194]
  [228 228 228]
  [223 223 223]]

 [[177 177 177]
  [179 179 179]
  [181 181 181]
  ...
  [209 209 209]
  [221 221 221]
  [206 206 206]]

 [[172 172 172]
  [186 186 186]
  [184 184 184]
  ...
  [200 200 200]
  [205 205 205]
  [204 204 204]]]"
110,0112_resize.jpg,0112_resize.txt,"[[0.       0.546875 0.181641 0.148438 0.175781]
 [0.       0.300781 0.332031 0.148438 0.210938]
 [0.       0.568359 0.554688 0.207031 0.21875 ]
 [0.       0.414062 0.728516 0.125    0.238281]
 [0.       0.523438 0.886719 0.101562 0.171875]
 [0.       0.263672 0.947266 0.121094 0.105469]
 [0.       0.490234 0.416016 0.097656 0.089844]]",7,"[[[205 205 205]
  [206 206 206]
  [203 203 203]
  ...
  [194 194 194]
  [201 201 201]
  [211 211 211]]

 [[202 202 202]
  [208 208 208]
  [199 199 199]
  ...
  [208 208 208]
  [211 211 211]
  [216 216 216]]

 [[215 215 215]
  [212 212 212]
  [208 208 208]
  ...
  [207 207 207]
  [224 224 224]
  [188 188 188]]

 ...

 [[108 108 108]
  [106 106 106]
  [108 108 108]
  ...
  [183 183 183]
  [193 193 193]
  [192 192 192]]

 [[107 107 107]
  [108 108 108]
  [112 112 112]
  ...
  [178 178 178]
  [192 192 192]
  [194 194 194]]

 [[105 105 105]
  [109 109 109]
  [105 105 105]
  ...
  [177 177 177]
  [174 174 174]
  [174 174 174]]]"
111,0113_resize.jpg,0113_resize.txt,"[[0.       0.289062 0.146484 0.125    0.191406]
 [0.       0.076172 0.902344 0.089844 0.1875  ]
 [0.       0.173828 0.632812 0.128906 0.125   ]
 [0.       0.226562 0.783203 0.09375  0.097656]
 [0.       0.351562 0.923828 0.195312 0.152344]
 [0.       0.435547 0.294922 0.128906 0.152344]
 [0.       0.570312 0.189453 0.132812 0.128906]
 [0.       0.617188 0.472656 0.09375  0.125   ]
 [0.       0.613281 0.669922 0.078125 0.121094]
 [0.       0.59375  0.763672 0.078125 0.074219]
 [0.       0.521484 0.810547 0.074219 0.097656]
 [0.       0.851562 0.826172 0.109375 0.175781]
 [0.       0.923828 0.707031 0.082031 0.078125]
 [0.       0.773438 0.136719 0.117188 0.117188]]",14,"[[[131 131 131]
  [133 133 133]
  [128 128 128]
  ...
  [158 158 158]
  [186 186 186]
  [130 130 130]]

 [[126 126 126]
  [141 141 141]
  [156 156 156]
  ...
  [170 170 170]
  [176 176 176]
  [141 141 141]]

 [[147 147 147]
  [149 149 149]
  [157 157 157]
  ...
  [180 180 180]
  [180 180 180]
  [163 163 163]]

 ...

 [[225 225 225]
  [210 210 210]
  [238 238 238]
  ...
  [133 133 133]
  [ 98  98  98]
  [ 74  74  74]]

 [[206 206 206]
  [207 207 207]
  [240 240 240]
  ...
  [141 141 141]
  [112 112 112]
  [ 90  90  90]]

 [[223 223 223]
  [224 224 224]
  [243 243 243]
  ...
  [143 143 143]
  [122 122 122]
  [ 88  88  88]]]"
112,0114_resize.jpg,0114_resize.txt,[nan],0,"[[[247 247 247]
  [255 255 255]
  [238 238 238]
  ...
  [207 207 207]
  [209 209 209]
  [204 204 204]]

 [[249 249 249]
  [250 250 250]
  [252 252 252]
  ...
  [216 216 216]
  [208 208 208]
  [203 203 203]]

 [[254 254 254]
  [242 242 242]
  [251 251 251]
  ...
  [222 222 222]
  [219 219 219]
  [213 213 213]]

 ...

 [[220 220 220]
  [225 225 225]
  [240 240 240]
  ...
  [162 162 162]
  [161 161 161]
  [160 160 160]]

 [[240 240 240]
  [251 251 251]
  [193 193 193]
  ...
  [165 165 165]
  [159 159 159]
  [161 161 161]]

 [[236 236 236]
  [246 246 246]
  [206 206 206]
  ...
  [163 163 163]
  [166 166 166]
  [160 160 160]]]"
113,0115_resize.jpg,0115_resize.txt,"[[0.       0.345703 0.775391 0.074219 0.105469]
 [0.       0.761719 0.773438 0.109375 0.132812]
 [0.       0.921875 0.601562 0.09375  0.101562]]",3,"[[[253 253 253]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [253 253 253]]

 [[254 254 254]
  [255 255 255]
  [253 253 253]
  ...
  [253 253 253]
  [254 254 254]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [253 253 253]
  ...
  [253 253 253]
  [254 254 254]
  [253 253 253]]

 ...

 [[230 230 230]
  [217 217 217]
  [209 209 209]
  ...
  [251 251 251]
  [245 245 245]
  [246 246 246]]

 [[226 226 226]
  [221 221 221]
  [222 222 222]
  ...
  [246 246 246]
  [228 228 228]
  [225 225 225]]

 [[228 228 228]
  [220 220 220]
  [214 214 214]
  ...
  [226 226 226]
  [209 209 209]
  [190 190 190]]]"
114,0116_resize.jpg,0116_resize.txt,"[[0.       0.580078 0.294922 0.160156 0.238281]
 [0.       0.361328 0.730469 0.167969 0.226562]
 [0.       0.707031 0.742188 0.148438 0.171875]]",3,"[[[231 231 231]
  [236 236 236]
  [225 225 225]
  ...
  [208 208 208]
  [193 193 193]
  [209 209 209]]

 [[236 236 236]
  [242 242 242]
  [237 237 237]
  ...
  [175 175 175]
  [185 185 185]
  [246 246 246]]

 [[227 227 227]
  [239 239 239]
  [243 243 243]
  ...
  [181 181 181]
  [140 140 140]
  [212 212 212]]

 ...

 [[228 228 228]
  [232 232 232]
  [238 238 238]
  ...
  [228 228 228]
  [230 230 230]
  [226 226 226]]

 [[213 213 213]
  [220 220 220]
  [238 238 238]
  ...
  [232 232 232]
  [234 234 234]
  [226 226 226]]

 [[222 222 222]
  [230 230 230]
  [223 223 223]
  ...
  [245 245 245]
  [232 232 232]
  [228 228 228]]]"
115,0117_resize.jpg,0117_resize.txt,[[0.       0.755859 0.699219 0.160156 0.203125]],1,"[[[179 179 179]
  [172 172 172]
  [175 175 175]
  ...
  [142 142 142]
  [162 162 162]
  [160 160 160]]

 [[174 174 174]
  [173 173 173]
  [176 176 176]
  ...
  [143 143 143]
  [155 155 155]
  [152 152 152]]

 [[168 168 168]
  [172 172 172]
  [173 173 173]
  ...
  [137 137 137]
  [149 149 149]
  [144 144 144]]

 ...

 [[187 187 187]
  [197 197 197]
  [194 194 194]
  ...
  [195 195 195]
  [194 194 194]
  [174 174 174]]

 [[187 187 187]
  [177 177 177]
  [183 183 183]
  ...
  [187 187 187]
  [171 171 171]
  [167 167 167]]

 [[193 193 193]
  [183 183 183]
  [200 200 200]
  ...
  [175 175 175]
  [159 159 159]
  [157 157 157]]]"
116,0118_resize.jpg,0118_resize.txt,[nan],0,"[[[184 184 184]
  [196 196 196]
  [211 211 211]
  ...
  [139 139 139]
  [139 139 139]
  [132 132 132]]

 [[178 178 178]
  [186 186 186]
  [198 198 198]
  ...
  [128 128 128]
  [138 138 138]
  [136 136 136]]

 [[171 171 171]
  [187 187 187]
  [195 195 195]
  ...
  [115 115 115]
  [135 135 135]
  [147 147 147]]

 ...

 [[ 24  24  24]
  [ 22  22  22]
  [ 17  17  17]
  ...
  [217 217 217]
  [223 223 223]
  [227 227 227]]

 [[ 24  24  24]
  [ 21  21  21]
  [ 16  16  16]
  ...
  [219 219 219]
  [220 220 220]
  [221 221 221]]

 [[ 23  23  23]
  [ 21  21  21]
  [ 16  16  16]
  ...
  [221 221 221]
  [223 223 223]
  [212 212 212]]]"
117,0119_resize.jpg,0119_resize.txt,[[0.       0.34375  0.464844 0.195312 0.273438]],1,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [253 253 253]
  [255 255 255]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [219 219 219]
  [255 255 255]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [224 224 224]
  [248 248 248]
  [255 255 255]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [208 208 208]
  [190 190 190]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [239 239 239]
  [207 207 207]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [247 247 247]
  [193 193 193]]]"
118,0120_resize.jpg,0120_resize.txt,"[[0.       0.222656 0.425781 0.125    0.1875  ]
 [0.       0.603516 0.560547 0.074219 0.136719]
 [0.       0.539062 0.277344 0.164062 0.195312]
 [0.       0.675781 0.203125 0.125    0.164062]
 [0.       0.9375   0.300781 0.117188 0.125   ]
 [0.       0.832031 0.619141 0.148438 0.152344]
 [0.       0.337891 0.734375 0.113281 0.132812]
 [0.       0.240234 0.902344 0.144531 0.179688]
 [0.       0.773438 0.125    0.109375 0.140625]
 [0.       0.388672 0.832031 0.082031 0.109375]
 [0.       0.347656 0.955078 0.109375 0.089844]]",11,"[[[194 194 194]
  [205 205 205]
  [201 201 201]
  ...
  [200 200 200]
  [199 199 199]
  [196 196 196]]

 [[209 209 209]
  [209 209 209]
  [209 209 209]
  ...
  [200 200 200]
  [194 194 194]
  [192 192 192]]

 [[209 209 209]
  [210 210 210]
  [211 211 211]
  ...
  [195 195 195]
  [192 192 192]
  [190 190 190]]

 ...

 [[202 202 202]
  [199 199 199]
  [192 192 192]
  ...
  [112 112 112]
  [100 100 100]
  [ 93  93  93]]

 [[197 197 197]
  [201 201 201]
  [198 198 198]
  ...
  [119 119 119]
  [107 107 107]
  [ 98  98  98]]

 [[193 193 193]
  [200 200 200]
  [200 200 200]
  ...
  [122 122 122]
  [115 115 115]
  [105 105 105]]]"
119,0121_resize.jpg,0121_resize.txt,"[[0.       0.232422 0.351562 0.199219 0.242188]
 [0.       0.669922 0.195312 0.136719 0.203125]
 [0.       0.527344 0.625    0.179688 0.179688]]",3,"[[[247 247 247]
  [236 236 236]
  [233 233 233]
  ...
  [225 225 225]
  [231 231 231]
  [225 225 225]]

 [[236 236 236]
  [245 245 245]
  [225 225 225]
  ...
  [225 225 225]
  [234 234 234]
  [229 229 229]]

 [[203 203 203]
  [233 233 233]
  [239 239 239]
  ...
  [235 235 235]
  [234 234 234]
  [232 232 232]]

 ...

 [[193 193 193]
  [215 215 215]
  [210 210 210]
  ...
  [191 191 191]
  [183 183 183]
  [183 183 183]]

 [[166 166 166]
  [215 215 215]
  [210 210 210]
  ...
  [187 187 187]
  [183 183 183]
  [167 167 167]]

 [[181 181 181]
  [210 210 210]
  [190 190 190]
  ...
  [199 199 199]
  [179 179 179]
  [176 176 176]]]"
120,0122_resize.jpg,0122_resize.txt,"[[0.       0.074219 0.21875  0.117188 0.179688]
 [0.       0.296875 0.386719 0.109375 0.132812]
 [0.       0.146484 0.375    0.066406 0.117188]
 [0.       0.472656 0.478516 0.140625 0.277344]
 [0.       0.640625 0.505859 0.148438 0.230469]
 [0.       0.800781 0.535156 0.148438 0.140625]
 [0.       0.830078 0.792969 0.105469 0.125   ]
 [0.       0.707031 0.765625 0.109375 0.164062]
 [0.       0.339844 0.279297 0.109375 0.128906]
 [0.       0.898438 0.953125 0.101562 0.09375 ]]",10,"[[[221 221 221]
  [221 221 221]
  [218 218 218]
  ...
  [249 249 249]
  [239 239 239]
  [231 231 231]]

 [[221 221 221]
  [221 221 221]
  [220 220 220]
  ...
  [254 254 254]
  [245 245 245]
  [237 237 237]]

 [[224 224 224]
  [225 225 225]
  [224 224 224]
  ...
  [250 250 250]
  [254 254 254]
  [253 253 253]]

 ...

 [[149 149 149]
  [160 160 160]
  [147 147 147]
  ...
  [138 138 138]
  [108 108 108]
  [ 98  98  98]]

 [[145 145 145]
  [140 140 140]
  [127 127 127]
  ...
  [176 176 176]
  [130 130 130]
  [105 105 105]]

 [[162 162 162]
  [142 142 142]
  [124 124 124]
  ...
  [194 194 194]
  [155 155 155]
  [124 124 124]]]"
121,0123_resize.jpg,0123_resize.txt,"[[0.       0.820312 0.435547 0.234375 0.238281]
 [0.       0.175781 0.632812 0.132812 0.203125]]",2,"[[[163 163 163]
  [159 159 159]
  [167 167 167]
  ...
  [142 142 142]
  [132 132 132]
  [135 135 135]]

 [[166 166 166]
  [170 170 170]
  [177 177 177]
  ...
  [146 146 146]
  [143 143 143]
  [133 133 133]]

 [[160 160 160]
  [169 169 169]
  [174 174 174]
  ...
  [150 150 150]
  [148 148 148]
  [137 137 137]]

 ...

 [[184 184 184]
  [187 187 187]
  [211 211 211]
  ...
  [153 153 153]
  [133 133 133]
  [146 146 146]]

 [[183 183 183]
  [192 192 192]
  [215 215 215]
  ...
  [163 163 163]
  [152 152 152]
  [141 141 141]]

 [[174 174 174]
  [189 189 189]
  [209 209 209]
  ...
  [178 178 178]
  [166 166 166]
  [151 151 151]]]"
122,0124_resize.jpg,0124_resize.txt,"[[0.       0.324219 0.132812 0.078125 0.164062]
 [0.       0.455078 0.5625   0.144531 0.140625]
 [0.       0.320312 0.765625 0.15625  0.164062]
 [0.       0.509766 0.791016 0.144531 0.183594]]",4,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [247 247 247]
  [243 243 243]
  [241 241 241]]

 [[255 255 255]
  [254 254 254]
  [254 254 254]
  ...
  [244 244 244]
  [243 243 243]
  [243 243 243]]

 [[249 249 249]
  [254 254 254]
  [255 255 255]
  ...
  [234 234 234]
  [243 243 243]
  [246 246 246]]

 ...

 [[253 253 253]
  [254 254 254]
  [241 241 241]
  ...
  [230 230 230]
  [209 209 209]
  [202 202 202]]

 [[254 254 254]
  [254 254 254]
  [252 252 252]
  ...
  [232 232 232]
  [202 202 202]
  [191 191 191]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [237 237 237]
  [218 218 218]
  [190 190 190]]]"
123,0125_resize.jpg,0125_resize.txt,"[[0.       0.183594 0.287109 0.210938 0.222656]
 [0.       0.505859 0.292969 0.152344 0.226562]
 [0.       0.650391 0.316406 0.144531 0.171875]
 [0.       0.869141 0.451172 0.191406 0.308594]
 [0.       0.568359 0.486328 0.128906 0.128906]
 [0.       0.291016 0.539062 0.121094 0.242188]
 [0.       0.507812 0.675781 0.085938 0.101562]
 [0.       0.722656 0.740234 0.125    0.144531]
 [0.       0.15625  0.693359 0.101562 0.214844]
 [0.       0.542969 0.851562 0.164062 0.15625 ]]",10,"[[[192 192 192]
  [193 193 193]
  [193 193 193]
  ...
  [188 188 188]
  [188 188 188]
  [187 187 187]]

 [[192 192 192]
  [193 193 193]
  [193 193 193]
  ...
  [187 187 187]
  [188 188 188]
  [186 186 186]]

 [[193 193 193]
  [194 194 194]
  [194 194 194]
  ...
  [187 187 187]
  [187 187 187]
  [186 186 186]]

 ...

 [[173 173 173]
  [173 173 173]
  [174 174 174]
  ...
  [131 131 131]
  [124 124 124]
  [115 115 115]]

 [[174 174 174]
  [175 175 175]
  [174 174 174]
  ...
  [130 130 130]
  [126 126 126]
  [119 119 119]]

 [[173 173 173]
  [173 173 173]
  [173 173 173]
  ...
  [131 131 131]
  [127 127 127]
  [122 122 122]]]"
124,0126_resize.jpg,0126_resize.txt,[[0.       0.246094 0.769531 0.132812 0.226562]],1,"[[[186 186 186]
  [220 220 220]
  [208 208 208]
  ...
  [199 199 199]
  [201 201 201]
  [194 194 194]]

 [[190 190 190]
  [189 189 189]
  [199 199 199]
  ...
  [200 200 200]
  [201 201 201]
  [192 192 192]]

 [[205 205 205]
  [208 208 208]
  [202 202 202]
  ...
  [197 197 197]
  [195 195 195]
  [201 201 201]]

 ...

 [[236 236 236]
  [237 237 237]
  [236 236 236]
  ...
  [252 252 252]
  [231 231 231]
  [236 236 236]]

 [[234 234 234]
  [237 237 237]
  [235 235 235]
  ...
  [252 252 252]
  [246 246 246]
  [248 248 248]]

 [[234 234 234]
  [236 236 236]
  [234 234 234]
  ...
  [253 253 253]
  [255 255 255]
  [254 254 254]]]"
125,0127_resize.jpg,0127_resize.txt,"[[0.       0.125    0.585938 0.125    0.179688]
 [0.       0.789062 0.263672 0.140625 0.160156]]",2,"[[[184 184 184]
  [186 186 186]
  [184 184 184]
  ...
  [137 137 137]
  [131 131 131]
  [165 165 165]]

 [[185 185 185]
  [183 183 183]
  [181 181 181]
  ...
  [137 137 137]
  [145 145 145]
  [141 141 141]]

 [[187 187 187]
  [185 185 185]
  [180 180 180]
  ...
  [148 148 148]
  [143 143 143]
  [143 143 143]]

 ...

 [[197 197 197]
  [204 204 204]
  [203 203 203]
  ...
  [209 209 209]
  [198 198 198]
  [192 192 192]]

 [[213 213 213]
  [207 207 207]
  [208 208 208]
  ...
  [208 208 208]
  [198 198 198]
  [195 195 195]]

 [[214 214 214]
  [205 205 205]
  [196 196 196]
  ...
  [201 201 201]
  [192 192 192]
  [186 186 186]]]"
126,0128_resize.jpg,0128_resize.txt,"[[0.       0.673828 0.335938 0.128906 0.117188]
 [0.       0.265625 0.824219 0.164062 0.203125]
 [0.       0.929688 0.623047 0.140625 0.175781]
 [0.       0.337891 0.527344 0.128906 0.125   ]
 [0.       0.478516 0.787109 0.152344 0.144531]
 [0.       0.119141 0.482422 0.128906 0.128906]
 [0.       0.857422 0.876953 0.113281 0.230469]]",7,"[[[135 135 135]
  [114 114 114]
  [127 127 127]
  ...
  [111 111 111]
  [ 94  94  94]
  [106 106 106]]

 [[135 135 135]
  [109 109 109]
  [ 94  94  94]
  ...
  [113 113 113]
  [ 96  96  96]
  [123 123 123]]

 [[122 122 122]
  [ 98  98  98]
  [ 88  88  88]
  ...
  [100 100 100]
  [105 105 105]
  [116 116 116]]

 ...

 [[208 208 208]
  [217 217 217]
  [209 209 209]
  ...
  [127 127 127]
  [134 134 134]
  [146 146 146]]

 [[200 200 200]
  [219 219 219]
  [186 186 186]
  ...
  [145 145 145]
  [121 121 121]
  [129 129 129]]

 [[199 199 199]
  [188 188 188]
  [184 184 184]
  ...
  [121 121 121]
  [108 108 108]
  [116 116 116]]]"
127,0129_resize.jpg,0129_resize.txt,"[[0.       0.177734 0.195312 0.128906 0.164062]
 [0.       0.253906 0.492188 0.132812 0.164062]
 [0.       0.025391 0.460938 0.042969 0.140625]
 [0.       0.392578 0.640625 0.097656 0.132812]
 [0.       0.478516 0.515625 0.058594 0.078125]
 [0.       0.730469 0.236328 0.085938 0.160156]
 [0.       0.556641 0.457031 0.136719 0.148438]
 [0.       0.640625 0.607422 0.148438 0.152344]
 [0.       0.824219 0.574219 0.109375 0.15625 ]
 [0.       0.832031 0.787109 0.117188 0.113281]
 [0.       0.900391 0.632812 0.074219 0.101562]
 [0.       0.859375 0.166016 0.109375 0.113281]
 [0.       0.962891 0.199219 0.074219 0.085938]]",13,"[[[229 229 229]
  [220 220 220]
  [210 210 210]
  ...
  [251 251 251]
  [250 250 250]
  [254 254 254]]

 [[209 209 209]
  [193 193 193]
  [156 156 156]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[191 191 191]
  [188 188 188]
  [161 161 161]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[233 233 233]
  [251 251 251]
  [245 245 245]
  ...
  [248 248 248]
  [252 252 252]
  [241 241 241]]

 [[235 235 235]
  [246 246 246]
  [241 241 241]
  ...
  [252 252 252]
  [249 249 249]
  [245 245 245]]

 [[231 231 231]
  [226 226 226]
  [236 236 236]
  ...
  [241 241 241]
  [243 243 243]
  [250 250 250]]]"
128,0130_resize.jpg,0130_resize.txt,"[[0.       0.474609 0.255859 0.152344 0.207031]
 [0.       0.226562 0.59375  0.171875 0.25    ]
 [0.       0.46875  0.623047 0.070312 0.097656]
 [0.       0.341797 0.871094 0.074219 0.070312]
 [0.       0.429688 0.943359 0.125    0.113281]
 [0.       0.777344 0.445312 0.078125 0.117188]
 [0.       0.681641 0.542969 0.128906 0.148438]
 [0.       0.787109 0.724609 0.105469 0.128906]
 [0.       0.955078 0.470703 0.089844 0.113281]]",9,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[255 255 255]
  [254 254 254]
  [254 254 254]
  ...
  [ 54  54  54]
  [ 51  51  51]
  [ 47  47  47]]

 [[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [ 54  54  54]
  [ 51  51  51]
  [ 49  49  49]]

 [[254 254 254]
  [254 254 254]
  [255 255 255]
  ...
  [ 56  56  56]
  [ 51  51  51]
  [ 51  51  51]]]"
